LAT,LON,HOUSE_ID,ADDRESS,YEAR,LASTUPDATE,SERVICEDATE_START,SERIE,HOUSE_TYPE,CAPFOND,MGMT_COMPANY,MGMT_COMPANY_LINK,AVAR,LEVELS_MAX,LEVELS_MIN,DOORS,ROOM_COUNT,ROOM_COUNT_LIVE,ROOM_COUNT_NONLIVE,AREA,AREA_LIVE,AREA_NONLIVE,AREA_GEN,AREA_LAND,AREA_PARK,CADNO,ENERGY_CLASS,BLAG_PLAYGROUND,BLAG_SPORT,BLAG_OTHER,OTHER,
43.158633,131.913665,6483600,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 64а",1965,28.04.2016 в 14:29,01.02.2008,к-7,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,5,0,3,60,60,0,3267.9,2540.8,0,727.1,2630,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.15935,131.912785,6936677,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 66",1965,28.04.2016 в 14:28,01.12.2007,II-57,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,9,0,1,47,43,4,3201.4,2167,295,739.4,322,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.161165,131.913952,6932493,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 70",1966,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,5,Не заполнено,4,Не заполнено,Не заполнено,Не заполнено,3886,2620.9,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.16196,131.913467,6937374,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 72",1966,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,5,Не заполнено,4,Не заполнено,Не заполнено,Не заполнено,3434,2333.3,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.162973,131.913853,6936312,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 74",1966,28.04.2016 в 14:28,01.03.2007,1605/5,Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Первореченского района №6""",http://www.reformagkh.ru/mymanager/profile/7565992/,Нет,5,0,8,128,115,13,7908.4,5271.2,938.6,1698.6,5653,0,,Не присвоен,Имеется,Не имеется,"Урны, скамейки",Не заполнено,
43.162973,131.913853,7947813,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 74",Не заполнено,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.164486,131.91592,6932059,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 76",1966,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,9,Не заполнено,1,Не заполнено,Не заполнено,Не заполнено,2623.6,2363.3,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.164486,131.91592,7008775,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 76",1966,11.04.2016 в 04:19,05.06.2009,"панельный жилой дом, нет проекта",Многоквартирный дом,На специальном счете организации,"ООО ""Управляющая компания Советского района - 6""",http://www.reformagkh.ru/mymanager/profile/6946974/,Нет,9,1,1,45,45,0,3067.1,2363.3,0,703.8,3284,0,,D,Не имеется,Не имеется,Бельевая площадка,Не заполнено,
43.164663,131.914914,7667260,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 78",1966,08.04.2016 в 03:00,12.04.2009,"панельный жилой дом, нет проекта",Многоквартирный дом,На счете регионального оператора,"ООО ""Управляющая компания Советского района - 7""",http://www.reformagkh.ru/mymanager/profile/6946973/,Нет,9,1,1,45,45,0,2705.53,2338.63,0,366.9,0,0,,D,Не имеется,Не имеется,бельевая площадка,Не заполнено,
43.164663,131.914914,6934098,"край. Приморский, г. Владивосток, Проспект. 100-летия Владивостока, д. 78",1966,22.05.2015 в 20:42,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Нет,9,Не заполнено,1,Не заполнено,Не заполнено,Не заполнено,2576.03,2338.63,Незаполнено,Незаполнено,Незаполнено,Незаполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,Не заполнено,
43.165163,131.915435,7667262,"край. Приморский, г. Владивосток, пр-кт. 100-летия Владивостока, д. 80",1966,06.04.2016 в 06:35,15.03.2009,"панельный жилой дом, нет проекта",Многоквартирный дом,На специальном счете организации,"ООО ""Управляющая компания Советского района - 7""",http://www.reformagkh.ru/mymanager/profile/6946973/,Нет,9,1,1,45,45,0,2704.5,2315.7,0,338.8,0,0,,D,Не имеется,Не имеется,бельевая площадка,Не заполнено,
